#{"t_start": 1650797318.319121, "env_id": "CartPole-v1"}
r,l,t
24.0,24,2.364184
27.0,27,2.460151
37.0,37,2.539616
13.0,13,2.600297
31.0,31,2.674079
39.0,39,2.750332
22.0,22,2.816293
25.0,25,2.829538
64.0,64,2.974236
92.0,92,3.185232
101.0,101,3.403094
150.0,150,3.811167
85.0,85,4.024908
70.0,70,4.176024
101.0,101,4.394949
163.0,163,4.754323
116.0,116,5.036877
119.0,119,5.263062
197.0,197,5.751736
109.0,109,5.973075
125.0,125,6.259313
195.0,195,6.696193
169.0,169,7.059934
307.0,307,7.814002
500.0,500,8.96762
500.0,500,10.841991
500.0,500,12.033683
500.0,500,13.145054
500.0,500,14.300753
500.0,500,15.459307
500.0,500,16.593816
500.0,500,18.511464
500.0,500,19.683313
500.0,500,20.816499
500.0,500,21.968727
500.0,500,23.07172
500.0,500,24.257462
500.0,500,26.167639
500.0,500,27.273569
500.0,500,28.465214
500.0,500,29.62231
500.0,500,30.720528
500.0,500,31.916288
500.0,500,33.017466
