#{"t_start": 1651077552.657977, "env_id": "HalfCheetah-v3"}
r,l,t
-354.442495,1000,0.382449
-304.585636,1000,0.691718
-231.586685,1000,0.995567
-268.85469,1000,1.307413
-319.861976,1000,1.61778
-238.862356,1000,1.924186
-326.095009,1000,2.233488
-159.590821,1000,2.540625
-213.002262,1000,2.845272
-386.843096,1000,3.149977
-390.415514,1000,20.715161
-211.596516,1000,38.400106
-265.578928,1000,56.137665
-226.555139,1000,73.752044
-256.135846,1000,91.370631
-192.23482,1000,108.906625
-173.891869,1000,126.474987
-211.330331,1000,144.082023
-215.285294,1000,161.715689
-441.110244,1000,179.270322
-230.872314,1000,196.852745
-189.44481,1000,214.53563
-184.650221,1000,232.05159
-40.805091,1000,249.593986
-92.571647,1000,267.159881
