#{"t_start": 1651203276.0991402, "env_id": "Pendulum-v1"}
r,l,t
-1518.908611,200,0.070222
-954.666286,200,0.116507
-1716.62281,200,0.162648
-1058.962624,200,0.209487
-1005.796153,200,0.254711
-1073.116304,200,0.299044
-938.278019,200,0.344023
-983.991484,200,0.389093
-865.007604,200,0.434497
-1616.716971,200,0.478418
-1156.337792,200,0.526201
-1631.833421,200,0.572644
-884.254873,200,0.619324
-880.806506,200,0.665536
-1331.097077,200,0.709008
-889.335423,200,0.75438
-1288.284368,200,0.79987
-765.892668,200,0.845726
-979.404528,200,0.891211
-880.975862,200,0.933946
-1068.819637,200,0.97929
-1053.077653,200,1.025546
-1497.362255,200,1.071401
-1430.81087,200,1.116857
-1078.181246,200,1.164974
-1681.412151,200,1.210831
-1657.451433,200,1.255392
-1245.019591,200,1.302985
-1177.097764,200,1.346123
-1181.808243,200,1.392331
-715.479027,200,1.438588
-1053.383449,200,1.487214
-751.892305,200,1.535794
-1291.810508,200,1.580157
-1074.042785,200,1.627637
-1257.970321,200,1.676493
-1055.303076,200,1.723962
-1761.962463,200,1.769715
-1020.684921,200,1.817006
-1394.462338,200,1.861821
-1421.156513,200,1.908252
-1351.421372,200,1.954408
-1222.085224,200,2.000212
-1742.56436,200,2.046901
-990.731737,200,2.093524
-870.825743,200,2.139485
-1533.553561,200,2.186756
-1514.215886,200,2.233718
-1251.357592,200,2.280623
-886.636415,200,2.327181
-1244.172948,200,2.438409
