#{"t_start": 1651136404.473635, "env_id": "Pendulum-v1"}
r,l,t
-965.517032,200,0.071474
-1582.445541,200,0.119942
-805.357129,200,0.16823
-1621.099447,200,0.22326
-1108.115434,200,0.274799
-847.101979,200,0.324777
-1513.076029,200,0.380234
-1522.040482,200,0.428345
-988.384732,200,0.473308
-1747.623084,200,0.518834
-1456.732273,200,0.567618
-788.001908,200,0.618148
-1199.581959,200,0.665585
-895.000609,200,0.722551
-1488.998623,200,0.832909
-896.196015,200,0.944185
-896.640217,200,0.990426
-1356.761991,200,1.037853
-1122.167825,200,1.083974
-894.357078,200,1.129729
-897.220775,200,1.178491
-1597.541351,200,1.227464
-1352.152568,200,1.274085
-1519.529463,200,1.318296
-893.893655,200,1.36158
-788.062731,200,1.410319
-861.209009,200,1.457991
-1219.867225,200,1.505883
-1119.493423,200,1.553267
-1426.206977,200,1.599591
-1530.267214,200,1.643482
-888.126881,200,1.687532
-924.210254,200,1.73245
-1642.805333,200,1.780837
-877.433081,200,1.82449
-1723.596166,200,1.867927
-966.447287,200,1.910937
-1652.933953,200,1.955762
-1165.720955,200,1.999187
-973.389616,200,2.045084
-867.278738,200,2.095612
-1730.690799,200,2.142058
-789.318872,200,2.187709
-1342.069783,200,2.234848
-1305.195047,200,2.284635
-1267.438492,200,2.330937
-1309.619476,200,2.378256
-903.86472,200,2.426251
-936.934169,200,2.473328
-875.246458,200,2.517893
-1613.957097,200,2.607302
-1832.784816,200,4.509721
-1501.71762,200,6.497568
-1525.972771,200,8.459735
-1470.781085,200,10.575276
-1286.171092,200,12.668084
-1218.084019,200,14.873349
-1079.192582,200,16.98231
-1032.84278,200,19.220922
-947.177095,200,21.594975
-660.696246,200,23.690162
-281.118048,200,25.766158
-384.817857,200,28.014165
-131.285178,200,30.181691
-132.214476,200,32.358866
-128.55468,200,34.784463
-129.886125,200,37.108719
-118.528829,200,39.275199
-127.785639,200,41.534625
-249.210985,200,43.735081
-0.737637,200,45.800379
-125.844771,200,47.89591
-120.620979,200,50.244879
-1.284203,200,52.431898
-125.89955,200,54.711619
-120.699418,200,56.973598
-345.9893,200,59.647581
-117.650437,200,61.770416
-122.664527,200,64.517297
-236.315057,200,66.649803
-235.560896,200,69.306877
-125.286335,200,71.929859
-126.034401,200,74.026282
-118.954025,200,76.44357
-238.188769,200,78.833028
-116.811149,200,81.338729
-248.859891,200,83.832585
-117.276365,200,86.047271
-116.399148,200,88.342524
-226.051477,200,90.823996
-116.662315,200,93.255666
-116.734143,200,95.43563
-118.281925,200,97.739453
-129.303276,200,100.193383
-245.769983,200,102.321564
-225.225653,200,104.591904
-116.424288,200,106.850555
-119.181056,200,109.310204
-225.10976,200,111.374084
-234.05623,200,113.668587
