#{"t_start": 1650885774.327332, "env_id": "CartPole-v1"}
r,l,t
17.0,17,1.266996
30.0,30,1.355442
13.0,13,1.362875
23.0,23,1.474603
16.0,16,1.541247
48.0,48,1.63038
107.0,107,1.863571
93.0,93,2.087777
178.0,178,2.539239
132.0,132,2.845553
132.0,132,3.147999
103.0,103,3.381554
115.0,115,3.684074
170.0,170,4.060833
500.0,500,5.261011
500.0,500,6.489565
500.0,500,7.624479
325.0,325,8.375908
500.0,500,10.446173
434.0,434,11.440811
500.0,500,12.810836
500.0,500,14.086126
500.0,500,15.237712
500.0,500,16.444922
500.0,500,18.487254
500.0,500,19.665798
500.0,500,21.1968
500.0,500,22.438
500.0,500,23.655615
500.0,500,24.932154
500.0,500,27.125196
500.0,500,28.477739
500.0,500,29.74731
