#{"t_start": 1650885774.289633, "env_id": "CartPole-v1"}
r,l,t
32.0,32,1.312016
39.0,39,1.500755
21.0,21,1.516536
41.0,41,1.660371
70.0,70,1.813261
34.0,34,1.891649
164.0,164,2.278512
133.0,133,2.581829
185.0,185,3.032759
231.0,231,3.575752
151.0,151,3.943343
223.0,223,4.466128
500.0,500,5.641246
500.0,500,6.836741
500.0,500,8.028763
367.0,367,9.738678
314.0,314,10.485629
327.0,327,11.237203
500.0,500,12.604139
500.0,500,13.836058
500.0,500,15.041785
500.0,500,16.248184
500.0,500,18.228174
500.0,500,19.461722
500.0,500,20.984767
500.0,500,22.237475
500.0,500,23.460845
500.0,500,24.627815
500.0,500,25.936341
500.0,500,28.260679
500.0,500,29.488786
500.0,500,30.919115
