#{"t_start": 1650885774.315038, "env_id": "CartPole-v1"}
r,l,t
17.0,17,1.279224
20.0,20,1.36163
12.0,12,1.368875
71.0,71,1.565198
146.0,146,1.93938
191.0,191,2.401384
31.0,31,2.474618
173.0,173,2.8603
192.0,192,3.312043
61.0,61,3.466654
476.0,476,4.59044
357.0,357,5.457801
500.0,500,6.65428
500.0,500,7.78845
500.0,500,9.861341
500.0,500,11.048119
500.0,500,12.339062
500.0,500,13.647217
500.0,500,14.795348
500.0,500,16.001073
500.0,500,17.211663
500.0,500,19.207334
500.0,500,20.727192
500.0,500,22.035351
500.0,500,23.214632
500.0,500,24.440038
500.0,500,25.688447
500.0,500,28.005167
500.0,500,29.247729
500.0,500,30.666867
