#{"t_start": 1651059664.804241, "env_id": "CartPole-v1"}
r,l,t
24.0,24,0.03081
28.0,28,0.107812
18.0,18,0.173717
12.0,12,0.18066
15.0,15,0.245039
27.0,27,0.260594
15.0,15,0.324901
10.0,10,0.330769
12.0,12,0.393385
14.0,14,0.401751
15.0,15,0.410581
8.0,8,0.471681
9.0,9,0.476762
24.0,24,0.54647
21.0,21,0.558201
25.0,25,0.628105
59.0,59,0.773004
43.0,43,0.852891
22.0,22,0.923702
64.0,64,1.0696
74.0,74,1.222561
104.0,104,1.510846
67.0,67,1.658186
155.0,155,2.087491
90.0,90,2.249599
235.0,235,2.825907
207.0,207,3.27731
180.0,180,3.709834
175.0,175,4.09791
172.0,172,4.532219
144.0,144,4.837943
136.0,136,5.137555
126.0,126,5.431789
139.0,139,5.793961
161.0,161,6.203844
93.0,93,6.425034
138.0,138,6.725193
142.0,142,7.032839
335.0,335,8.244338
500.0,500,9.377567
500.0,500,10.589432
500.0,500,11.774303
500.0,500,12.893774
500.0,500,14.123315
500.0,500,16.080889
500.0,500,17.216448
500.0,500,18.422199
500.0,500,19.545456
500.0,500,20.739929
500.0,500,21.938393
500.0,500,23.063863
500.0,500,25.063493
500.0,500,26.244513
500.0,500,27.370761
500.0,500,28.579168
500.0,500,29.726208
500.0,500,30.912292
