#{"t_start": 1651059664.797039, "env_id": "CartPole-v1"}
r,l,t
22.0,22,0.036425
13.0,13,0.105192
11.0,11,0.111421
19.0,19,0.177732
22.0,22,0.190635
13.0,13,0.254008
16.0,16,0.262901
22.0,22,0.331338
11.0,11,0.337814
13.0,13,0.401157
10.0,10,0.40693
13.0,13,0.414656
13.0,13,0.478725
11.0,11,0.485083
34.0,34,0.560299
27.0,27,0.63129
34.0,34,0.705612
44.0,44,0.78693
26.0,26,0.857091
31.0,31,0.933128
58.0,58,1.07553
100.0,100,1.307358
45.0,45,1.388417
146.0,146,1.745186
110.0,110,2.037814
164.0,164,2.467237
163.0,163,2.833651
256.0,256,3.423067
161.0,161,3.791973
130.0,130,4.09724
111.0,111,4.329108
146.0,146,4.689815
103.0,103,4.918009
115.0,115,5.205097
139.0,139,5.507015
162.0,162,5.883788
336.0,336,6.726298
147.0,147,7.036642
174.0,174,7.878442
500.0,500,8.99894
500.0,500,10.221715
500.0,500,11.347981
500.0,500,12.527797
500.0,500,13.714486
500.0,500,14.877844
500.0,500,16.837626
500.0,500,18.056559
500.0,500,19.176312
500.0,500,20.372495
500.0,500,21.49618
500.0,500,22.69504
500.0,500,24.666504
500.0,500,25.8176
500.0,500,26.999724
500.0,500,28.213154
500.0,500,29.35657
500.0,500,30.544473
