#{"t_start": 1651059664.802306, "env_id": "CartPole-v1"}
r,l,t
12.0,12,0.024497
15.0,15,0.034459
48.0,48,0.178437
29.0,29,0.251106
15.0,15,0.259571
16.0,16,0.3244
17.0,17,0.334337
20.0,20,0.401797
11.0,11,0.408256
10.0,10,0.470489
23.0,23,0.484021
23.0,23,0.552806
16.0,16,0.561808
43.0,43,0.697009
48.0,48,0.780492
16.0,16,0.845019
42.0,42,0.92732
102.0,102,1.14895
33.0,33,1.224391
128.0,128,1.52596
235.0,235,2.166653
166.0,166,2.538783
244.0,244,3.063041
179.0,179,3.496874
310.0,310,4.241307
117.0,117,4.474651
138.0,138,4.832326
120.0,120,5.068321
141.0,141,5.426514
146.0,146,5.735127
146.0,146,6.137372
176.0,176,6.572828
121.0,121,6.808161
122.0,122,7.104792
159.0,159,7.882034
500.0,500,9.069049
500.0,500,10.225356
500.0,500,11.408852
500.0,500,12.587479
500.0,500,13.718183
500.0,500,14.939263
500.0,500,16.841368
500.0,500,18.060132
500.0,500,19.236375
500.0,500,20.376184
500.0,500,21.556242
500.0,500,22.754727
500.0,500,24.673156
500.0,500,25.878612
500.0,500,27.003522
500.0,500,28.216883
500.0,500,29.417686
500.0,500,30.54796
