#{"t_start": 1651059664.799208, "env_id": "CartPole-v1"}
r,l,t
9.0,9,0.025761
13.0,13,0.034419
22.0,22,0.108136
11.0,11,0.114532
13.0,13,0.177536
48.0,48,0.260823
28.0,28,0.332743
9.0,9,0.338003
14.0,14,0.401999
10.0,10,0.407922
11.0,11,0.414376
13.0,13,0.478324
15.0,15,0.487019
41.0,41,0.62188
19.0,19,0.632462
20.0,20,0.698808
30.0,30,0.772399
108.0,108,1.002413
46.0,46,1.082682
81.0,81,1.304039
161.0,161,1.669666
193.0,193,2.176864
170.0,170,2.551127
199.0,199,3.051182
180.0,180,3.430271
111.0,111,3.713636
117.0,117,3.956214
108.0,108,4.243714
130.0,130,4.540633
108.0,108,4.768029
100.0,100,4.993948
131.0,131,5.289807
113.0,113,5.577524
167.0,167,5.989189
263.0,263,6.590337
120.0,120,6.883302
223.0,223,7.811183
500.0,500,8.988077
500.0,500,10.15428
500.0,500,11.337023
500.0,500,12.516672
500.0,500,13.647992
500.0,500,14.867002
500.0,500,16.770483
500.0,500,17.989698
500.0,500,19.165114
500.0,500,20.305265
500.0,500,21.485254
500.0,500,22.684178
500.0,500,24.599181
500.0,500,25.80672
500.0,500,26.932407
500.0,500,28.145355
500.0,500,29.345541
500.0,500,30.476622
