#{"t_start": 1651059664.8013399, "env_id": "CartPole-v1"}
r,l,t
23.0,23,0.033044
10.0,10,0.099746
19.0,19,0.110617
14.0,14,0.17419
10.0,10,0.180016
22.0,22,0.248595
16.0,16,0.257518
16.0,16,0.322523
13.0,13,0.330032
19.0,19,0.396981
13.0,13,0.404557
11.0,11,0.411088
15.0,15,0.476279
20.0,20,0.487874
26.0,26,0.55837
23.0,23,0.627113
34.0,34,0.701442
45.0,45,0.783303
31.0,31,0.856424
50.0,50,0.997989
107.0,107,1.2241
245.0,245,1.811991
175.0,175,2.253581
144.0,144,2.613793
218.0,218,3.124272
313.0,313,3.800648
170.0,170,4.242871
144.0,144,4.547075
88.0,88,4.763559
134.0,134,5.064946
111.0,111,5.349548
117.0,117,5.583054
200.0,200,6.131145
123.0,123,6.369207
111.0,111,6.65477
146.0,146,6.961983
268.0,268,8.026948
500.0,500,9.157282
500.0,500,10.371325
500.0,500,11.553991
500.0,500,12.674937
500.0,500,13.862681
500.0,500,15.085294
500.0,500,16.998448
500.0,500,18.205352
500.0,500,19.325756
500.0,500,20.522174
500.0,500,21.700255
500.0,500,22.84429
500.0,500,24.820196
500.0,500,26.026057
500.0,500,27.150109
500.0,500,28.361501
500.0,500,29.505779
500.0,500,30.69251
