#{"t_start": 1651059664.803235, "env_id": "CartPole-v1"}
r,l,t
15.0,15,0.025843
33.0,33,0.106519
16.0,16,0.115533
21.0,21,0.183395
18.0,18,0.249579
21.0,21,0.261529
12.0,12,0.324096
10.0,10,0.330008
16.0,16,0.395162
10.0,10,0.40093
10.0,10,0.406731
12.0,12,0.470381
20.0,20,0.481844
18.0,18,0.548086
12.0,12,0.554799
16.0,16,0.619674
54.0,54,0.70501
40.0,40,0.839781
52.0,52,0.927657
35.0,35,1.002217
13.0,13,1.064396
42.0,42,1.142601
29.0,29,1.214175
187.0,187,1.660344
121.0,121,2.015192
348.0,348,2.766275
136.0,136,3.121219
185.0,185,3.501996
46.0,46,3.639115
198.0,198,4.095439
152.0,152,4.463007
130.0,130,4.758135
122.0,122,5.053523
132.0,132,5.349383
121.0,121,5.641301
230.0,230,6.206541
106.0,106,6.434888
109.0,109,6.662616
77.0,77,6.875528
163.0,163,7.248996
500.0,500,8.83142
500.0,500,10.000169
500.0,500,11.18326
500.0,500,12.308265
500.0,500,13.495013
500.0,500,14.712856
500.0,500,16.614243
500.0,500,17.808292
500.0,500,19.012085
500.0,500,20.15051
500.0,500,21.33189
500.0,500,22.474813
500.0,500,24.434535
500.0,500,25.651372
500.0,500,26.775339
500.0,500,27.985488
500.0,500,29.192179
500.0,500,30.322478
