#{"t_start": 1651059664.800218, "env_id": "CartPole-v1"}
r,l,t
11.0,11,0.025944
14.0,14,0.035386
16.0,16,0.105419
12.0,12,0.112389
14.0,14,0.175921
13.0,13,0.183455
51.0,51,0.324279
10.0,10,0.330002
22.0,22,0.398762
11.0,11,0.405057
17.0,17,0.415168
17.0,17,0.481336
18.0,18,0.547569
21.0,21,0.559421
88.0,88,0.77635
12.0,12,0.783174
17.0,17,0.848226
19.0,19,0.85926
39.0,39,0.994447
26.0,26,1.009112
85.0,85,1.222397
17.0,17,1.290872
112.0,112,1.52524
281.0,281,2.246727
96.0,96,2.470322
177.0,177,2.844256
169.0,169,3.274744
162.0,162,3.641448
121.0,121,3.942292
156.0,156,4.256069
160.0,160,4.624523
114.0,114,4.914974
142.0,142,5.216442
118.0,118,5.507351
174.0,174,5.97692
364.0,364,6.804833
170.0,170,7.184011
250.0,250,8.180028
500.0,500,9.369678
500.0,500,10.524663
500.0,500,11.709202
500.0,500,12.885857
500.0,500,14.056385
500.0,500,16.016525
500.0,500,17.152147
500.0,500,18.357822
500.0,500,19.537278
500.0,500,20.675272
500.0,500,21.855655
500.0,500,23.055962
500.0,500,24.977347
500.0,500,26.179949
500.0,500,27.303081
500.0,500,28.514671
500.0,500,29.718029
500.0,500,30.847093
