#{"t_start": 1651059664.798113, "env_id": "CartPole-v1"}
r,l,t
14.0,14,0.02999
19.0,19,0.102813
13.0,13,0.110426
37.0,37,0.187314
37.0,37,0.264332
18.0,18,0.330339
17.0,17,0.340224
16.0,16,0.405269
14.0,14,0.413657
21.0,21,0.4822
12.0,12,0.489327
37.0,37,0.56589
52.0,52,0.706289
33.0,33,0.781249
25.0,25,0.850914
15.0,15,0.859549
89.0,89,1.077851
43.0,43,1.156405
25.0,25,1.227181
253.0,253,1.819608
159.0,159,2.252388
131.0,131,2.549379
221.0,221,3.061344
221.0,221,3.574307
125.0,125,3.866885
159.0,159,4.248242
152.0,152,4.612654
154.0,154,4.924647
114.0,114,5.211022
129.0,129,5.507664
119.0,119,5.802851
285.0,285,6.507063
134.0,134,6.805198
147.0,147,7.115403
217.0,217,8.037307
500.0,500,9.224968
500.0,500,10.439312
500.0,500,11.564431
500.0,500,12.741554
500.0,500,13.873367
500.0,500,15.871154
500.0,500,17.064917
500.0,500,18.215662
500.0,500,19.393026
500.0,500,20.589249
500.0,500,21.710702
500.0,500,22.911557
500.0,500,24.830588
500.0,500,26.036502
500.0,500,27.21654
500.0,500,28.372265
500.0,500,29.572579
500.0,500,30.759702
