#{"t_start": 1650885535.913894, "env_id": "CartPole-v1"}
r,l,t
27.0,27,1.945445
18.0,18,2.020876
13.0,13,2.027588
18.0,18,2.096596
32.0,32,2.170251
24.0,24,2.239669
20.0,20,2.25037
29.0,29,2.322809
15.0,15,2.389193
32.0,32,2.462438
19.0,19,2.472359
160.0,160,2.851362
175.0,175,3.280124
161.0,161,3.647501
99.0,99,3.894439
106.0,106,4.124794
113.0,113,4.410273
127.0,127,4.703107
162.0,162,5.07837
202.0,202,5.531971
158.0,158,5.909783
148.0,148,6.275773
156.0,156,6.587647
128.0,128,6.909217
152.0,152,7.280425
500.0,500,8.490965
