#{"t_start": 1650885535.8477418, "env_id": "CartPole-v1"}
r,l,t
21.0,21,2.008475
38.0,38,2.094234
19.0,19,2.163793
28.0,28,2.235255
14.0,14,2.242454
39.0,39,2.32018
46.0,46,2.460099
25.0,25,2.529655
108.0,108,2.764212
26.0,26,2.838215
43.0,43,2.917392
133.0,133,3.212061
177.0,177,3.643199
116.0,116,3.955752
116.0,116,4.191453
51.0,51,4.331825
105.0,105,4.555057
161.0,161,4.926079
248.0,248,5.5187
143.0,143,5.832588
158.0,158,6.204894
168.0,168,6.579222
154.0,154,6.972483
143.0,143,7.338618
334.0,334,8.114471
