#{"t_start": 1650885535.874681, "env_id": "CartPole-v1"}
r,l,t
26.0,26,1.984034
17.0,17,2.05899
13.0,13,2.065629
20.0,20,2.135708
22.0,22,2.203843
16.0,16,2.212491
26.0,26,2.282945
27.0,27,2.354573
23.0,23,2.366601
29.0,29,2.44048
20.0,20,2.507536
214.0,214,3.028127
157.0,157,3.392482
135.0,135,3.687951
110.0,110,3.9404
110.0,110,4.228912
69.0,69,4.379384
111.0,111,4.605335
138.0,138,4.964276
257.0,257,5.5629
165.0,165,5.946126
152.0,152,6.314261
147.0,147,6.621342
161.0,161,7.017978
220.0,220,7.541438
