#{"t_start": 1650885535.861448, "env_id": "CartPole-v1"}
r,l,t
18.0,18,1.993186
15.0,15,2.066875
26.0,26,2.080605
20.0,20,2.150712
14.0,14,2.157869
28.0,28,2.229337
33.0,33,2.303836
42.0,42,2.441499
72.0,72,2.593583
121.0,121,2.89431
145.0,145,3.195297
155.0,155,3.559733
120.0,120,3.873375
116.0,116,4.105109
37.0,37,4.240523
105.0,105,4.466026
136.0,136,4.763184
188.0,188,5.209387
251.0,251,5.810714
174.0,174,6.191817
122.0,122,6.485028
183.0,183,6.950023
161.0,161,7.326162
500.0,500,8.479091
