#{"t_start": 1650885535.9007978, "env_id": "CartPole-v1"}
r,l,t
32.0,32,1.960992
25.0,25,2.040103
42.0,42,2.178394
49.0,49,2.261309
13.0,13,2.325099
16.0,16,2.333834
22.0,22,2.403942
11.0,11,2.409741
101.0,101,2.632845
70.0,70,2.793723
160.0,160,3.159634
130.0,130,3.453628
125.0,125,3.750474
102.0,102,4.052006
112.0,112,4.284228
108.0,108,4.508692
137.0,137,4.867443
267.0,267,5.470586
152.0,152,5.845092
134.0,134,6.147981
150.0,150,6.512631
162.0,162,6.910054
212.0,212,7.371468
500.0,500,8.582198
