#{"t_start": 1651074580.183897, "env_id": "CartPole-v1"}
r,l,t
25.0,25,0.043351
27.0,27,0.134014
39.0,39,0.218308
31.0,31,0.295724
34.0,34,0.381175
28.0,28,0.459701
13.0,13,0.531289
25.0,25,0.546026
40.0,40,0.68391
64.0,64,0.840634
34.0,34,0.926281
148.0,148,1.237609
107.0,107,1.579241
148.0,148,2.074516
233.0,233,2.728518
138.0,138,3.04356
57.0,57,3.191831
144.0,144,3.507164
111.0,111,3.806472
26.0,26,3.820586
128.0,128,4.126455
169.0,169,4.590434
247.0,247,5.13536
159.0,159,5.512979
210.0,210,6.060246
500.0,500,7.372389
500.0,500,9.336735
500.0,500,10.546138
500.0,500,11.9684
500.0,500,13.156973
