#{"t_start": 1651074580.182795, "env_id": "CartPole-v1"}
r,l,t
83.0,83,0.214967
28.0,28,0.29059
26.0,26,0.370791
16.0,16,0.380477
16.0,16,0.452081
17.0,17,0.461993
11.0,11,0.532314
14.0,14,0.540798
13.0,13,0.548353
20.0,20,0.61625
87.0,87,0.844794
127.0,127,1.152166
101.0,101,1.384488
128.0,128,1.834892
185.0,185,2.392093
155.0,155,2.808246
165.0,165,3.19356
142.0,142,3.507533
104.0,104,3.744327
53.0,53,3.890781
101.0,101,4.123095
167.0,167,4.527656
129.0,129,4.83289
150.0,150,5.205009
139.0,139,5.581558
173.0,173,5.983587
141.0,141,6.293696
327.0,327,7.217101
500.0,500,9.184646
500.0,500,10.389534
500.0,500,11.746792
500.0,500,13.001019
500.0,500,14.245816
