#{"t_start": 1651074580.180845, "env_id": "CartPole-v1"}
r,l,t
30.0,30,0.052074
19.0,19,0.13519
31.0,31,0.214957
73.0,73,0.382319
19.0,19,0.455754
14.0,14,0.463851
22.0,22,0.540976
29.0,29,0.614313
101.0,101,0.851036
32.0,32,0.934967
103.0,103,1.162306
132.0,132,1.471251
88.0,88,1.840558
295.0,295,2.663698
131.0,131,2.977601
99.0,99,3.267234
117.0,117,3.510098
112.0,112,3.810175
55.0,55,3.898655
99.0,99,4.190214
185.0,185,4.602585
219.0,219,5.132341
127.0,127,5.432966
137.0,137,5.764418
200.0,200,6.283446
161.0,161,6.685819
231.0,231,7.30311
500.0,500,9.32717
500.0,500,10.474035
500.0,500,11.899451
500.0,500,13.087479
