#{"t_start": 1651074580.1877918, "env_id": "CartPole-v1"}
r,l,t
27.0,27,0.042866
15.0,15,0.12472
38.0,38,0.208155
38.0,38,0.289668
19.0,19,0.365945
17.0,17,0.376148
17.0,17,0.448282
26.0,26,0.527489
16.0,16,0.537059
13.0,13,0.601332
39.0,39,0.681762
32.0,32,0.757657
63.0,63,0.922522
128.0,128,1.222908
184.0,184,1.744261
193.0,193,2.382979
150.0,150,2.735596
134.0,134,3.04814
127.0,127,3.351528
48.0,48,3.497029
98.0,98,3.73055
110.0,110,3.969039
156.0,156,4.34527
114.0,114,4.66312
212.0,212,5.130352
101.0,101,5.416754
167.0,167,5.824629
198.0,198,6.282715
365.0,365,7.228547
500.0,500,9.254738
500.0,500,10.457778
500.0,500,11.822473
500.0,500,13.071116
