#{"t_start": 1651074580.186581, "env_id": "CartPole-v1"}
r,l,t
9.0,9,0.02755
28.0,28,0.12262
39.0,39,0.207017
38.0,38,0.28856
31.0,31,0.37192
18.0,18,0.444793
18.0,18,0.455293
15.0,15,0.527907
23.0,23,0.541594
73.0,73,0.756017
54.0,54,0.850265
116.0,116,1.150641
95.0,95,1.379469
229.0,229,2.161052
180.0,180,2.645159
129.0,129,2.958561
113.0,113,3.198768
140.0,140,3.570428
98.0,98,3.803885
62.0,62,3.957291
81.0,81,4.117411
96.0,96,4.344682
135.0,135,4.676765
149.0,149,5.049386
84.0,84,5.266799
145.0,145,5.596122
123.0,123,5.907342
464.0,464,7.125182
244.0,244,7.707746
500.0,500,9.704659
500.0,500,10.875582
500.0,500,12.27579
500.0,500,13.540126
