#{"t_start": 1651074580.188812, "env_id": "CartPole-v1"}
r,l,t
20.0,20,0.034007
20.0,20,0.122619
33.0,33,0.203068
33.0,33,0.281456
51.0,51,0.376926
20.0,20,0.450717
26.0,26,0.529796
48.0,48,0.614194
69.0,69,0.769564
19.0,19,0.844028
145.0,145,1.219644
163.0,163,1.72707
281.0,281,2.480563
132.0,132,2.878564
130.0,130,3.18632
17.0,17,3.195955
72.0,72,3.352556
119.0,119,3.65553
34.0,34,3.735065
42.0,42,3.875098
116.0,116,4.115894
195.0,195,4.594102
327.0,327,5.353773
172.0,172,5.824795
165.0,165,6.207301
271.0,271,6.889896
229.0,229,7.522591
500.0,500,9.481955
500.0,500,10.708214
500.0,500,12.115161
500.0,500,13.303817
