#{"t_start": 1650883922.476177, "env_id": "CartPole-v1"}
r,l,t
27.0,27,2.17647
25.0,25,2.303139
17.0,17,2.36985
35.0,35,2.445524
17.0,17,2.45405
71.0,71,2.606149
22.0,22,2.673969
37.0,37,2.748642
42.0,42,2.881351
53.0,53,2.965033
42.0,42,3.098792
115.0,115,3.326169
166.0,166,3.688091
129.0,129,3.974388
172.0,172,4.404826
133.0,133,4.699907
110.0,110,4.924164
33.0,33,4.997596
113.0,113,5.283668
114.0,114,5.569127
117.0,117,5.796063
132.0,132,6.089788
152.0,152,6.499425
210.0,210,7.002059
228.0,228,7.513922
246.0,246,8.033378
365.0,365,8.908993
278.0,278,10.301932
251.0,251,10.821596
399.0,399,11.757341
240.0,240,12.272272
500.0,500,13.427066
500.0,500,14.617537
500.0,500,15.719354
500.0,500,16.877152
500.0,500,18.757811
500.0,500,19.915249
500.0,500,21.076182
500.0,500,22.224156
500.0,500,23.37949
500.0,500,24.537038
500.0,500,26.449171
500.0,500,27.60554
500.0,500,28.714148
500.0,500,29.881106
500.0,500,31.092322
500.0,500,32.201525
