#{"t_start": 1650883922.46268, "env_id": "CartPole-v1"}
r,l,t
28.0,28,2.190499
13.0,13,2.310283
47.0,47,2.39339
23.0,23,2.462578
33.0,33,2.536393
23.0,23,2.605742
13.0,13,2.613177
19.0,19,2.679593
14.0,14,2.68689
60.0,60,2.829323
104.0,104,3.048834
109.0,109,3.330652
150.0,150,3.628608
162.0,162,3.987813
151.0,151,4.349178
133.0,133,4.645073
103.0,103,4.923174
121.0,121,5.157261
104.0,104,5.437613
120.0,120,5.667901
109.0,109,5.94505
112.0,112,6.223422
146.0,146,6.580751
133.0,133,6.875487
172.0,172,7.247825
167.0,167,7.669846
160.0,160,8.032222
158.0,158,8.349042
193.0,193,8.787507
228.0,228,9.357224
329.0,329,10.827491
402.0,402,11.709349
217.0,217,12.211722
500.0,500,13.366708
500.0,500,14.497558
500.0,500,15.657604
500.0,500,16.816297
500.0,500,18.696184
500.0,500,19.854573
500.0,500,21.015933
500.0,500,22.156339
500.0,500,23.319284
500.0,500,24.419649
500.0,500,26.388512
500.0,500,27.545714
500.0,500,28.651976
500.0,500,29.820647
500.0,500,31.032638
500.0,500,32.135289
