#{"t_start": 1650883922.419592, "env_id": "CartPole-v1"}
r,l,t
17.0,17,2.227841
13.0,13,2.235048
49.0,49,2.431851
10.0,10,2.43699
39.0,39,2.514064
39.0,39,2.648738
41.0,41,2.727256
204.0,204,3.167625
113.0,113,3.448275
149.0,149,3.801974
211.0,211,4.246241
135.0,135,4.54288
114.0,114,4.827609
116.0,116,5.113457
114.0,114,5.342857
109.0,109,5.625557
123.0,123,5.855697
116.0,116,6.140632
118.0,118,6.476577
131.0,131,6.769296
268.0,268,7.359862
178.0,178,7.790025
181.0,181,8.162743
250.0,250,8.753447
261.0,261,9.337578
500.0,500,11.235183
340.0,340,12.027304
322.0,322,12.7532
500.0,500,13.850858
500.0,500,15.040786
500.0,500,16.200843
500.0,500,18.050438
500.0,500,19.238943
500.0,500,20.33891
500.0,500,21.505794
500.0,500,22.704562
500.0,500,23.802725
500.0,500,24.962043
500.0,500,26.93116
500.0,500,28.030054
500.0,500,29.201529
500.0,500,30.362722
500.0,500,31.519839
500.0,500,32.683514
