#{"t_start": 1650883922.448944, "env_id": "CartPole-v1"}
r,l,t
17.0,17,2.198561
25.0,25,2.324652
12.0,12,2.331554
29.0,29,2.404579
22.0,22,2.473292
24.0,24,2.542325
14.0,14,2.549473
44.0,44,2.630784
36.0,36,2.705864
21.0,21,2.772204
39.0,39,2.848176
29.0,29,2.91821
154.0,154,3.278627
117.0,117,3.559053
161.0,161,3.918349
157.0,157,4.282114
142.0,142,4.580715
109.0,109,4.807425
109.0,109,5.090479
104.0,104,5.314147
122.0,122,5.603809
112.0,112,5.827919
136.0,136,6.22841
155.0,155,6.590802
160.0,160,6.955933
314.0,314,7.624014
321.0,321,8.361667
228.0,228,8.930914
224.0,224,10.163753
496.0,496,11.278958
344.0,344,12.073356
399.0,399,12.949066
500.0,500,14.103696
500.0,500,15.241007
500.0,500,16.401174
500.0,500,18.337715
500.0,500,19.439378
500.0,500,20.593043
500.0,500,21.767218
500.0,500,22.902969
500.0,500,24.057507
500.0,500,25.936259
500.0,500,27.129223
500.0,500,28.291304
500.0,500,29.403458
500.0,500,30.616451
500.0,500,31.776315
500.0,500,32.883494
