#{"t_start": 1650883922.405901, "env_id": "CartPole-v1"}
r,l,t
12.0,12,2.239103
39.0,39,2.372676
13.0,13,2.379624
9.0,9,2.442134
84.0,84,2.600076
21.0,21,2.668825
32.0,32,2.741994
38.0,38,2.817306
46.0,46,2.952156
30.0,30,3.023749
110.0,110,3.249128
115.0,115,3.529915
202.0,202,3.964898
173.0,173,4.336913
148.0,148,4.695857
103.0,103,4.918861
114.0,114,5.204938
108.0,108,5.430981
119.0,119,5.71722
125.0,125,6.003003
136.0,136,6.350052
150.0,150,6.709156
149.0,149,7.011964
325.0,325,7.800515
233.0,233,8.321806
500.0,500,10.137491
500.0,500,11.322568
362.0,362,12.126616
500.0,500,13.281126
500.0,500,14.467284
500.0,500,15.570427
500.0,500,16.730709
500.0,500,18.610047
500.0,500,19.768845
500.0,500,20.928154
500.0,500,22.040917
500.0,500,23.233759
500.0,500,24.389748
500.0,500,26.289913
500.0,500,27.459562
500.0,500,28.565579
500.0,500,29.733254
500.0,500,30.946445
500.0,500,32.048635
500.0,500,33.212205
