#{"t_start": 1650971514.1548212, "env_id": "Pendulum-v1"}
r,l,t
-970.057277,200,0.066153
-1647.8736,200,0.110535
-1205.85702,200,0.155058
-1597.718222,200,0.198848
-1381.520235,200,0.241612
-957.723822,200,0.286399
-1645.76065,200,0.328198
-731.442641,200,0.371441
-876.201367,200,0.4166
-1188.48001,200,0.465282
-1069.752632,200,0.51237
-1560.10991,200,0.558695
-881.023161,200,0.602839
-1605.201065,200,0.649624
-1338.661834,200,0.693877
-858.441564,200,0.740956
-1298.986445,200,0.789429
-947.890871,200,0.837286
-1012.137182,200,0.882988
-1083.020798,200,0.927084
-1486.867739,200,0.972611
-1671.75062,200,1.034199
-1174.38659,200,1.086038
-1557.45539,200,1.13388
-1040.770318,200,1.181183
-1341.071035,200,1.231542
-1135.326252,200,1.277532
-1471.403338,200,1.321821
-875.23713,200,1.368405
-1627.722223,200,1.415368
-852.866065,200,1.458867
-1824.670808,200,1.501566
-867.404253,200,1.545812
-861.197099,200,1.593091
-1062.859531,200,1.641528
-1799.713711,200,1.691119
-894.932696,200,1.738428
-1070.100215,200,1.785554
-1257.055074,200,1.828737
-890.790496,200,1.871574
-1283.317655,200,1.915529
-994.890351,200,1.963697
-1082.754062,200,2.007859
-1279.634342,200,2.051243
-1487.61485,200,2.096302
-1282.963367,200,2.142465
-1445.026425,200,2.185335
-1262.003921,200,2.232909
-1447.179552,200,2.277355
-860.716522,200,2.322697
-1380.047231,200,2.404674
