#{"t_start": 1650969477.96336, "env_id": "HalfCheetah-v3"}
r,l,t
-347.278143,1000,1.134225
-281.54003,1000,2.19825
-265.889471,1000,3.242037
-342.940297,1000,4.31874
-422.602128,1000,5.354811
-359.511451,1000,6.384148
-287.336136,1000,7.431387
-372.719846,1000,8.505451
-338.819646,1000,9.55875
-303.235892,1000,10.606782
-286.252499,1000,11.642582
-328.108902,1000,12.721638
-298.71549,1000,13.759281
-250.807513,1000,14.804366
-291.966348,1000,15.861357
-120.157873,1000,16.935574
45.06127,1000,18.051334
10.767579,1000,19.09364
16.497482,1000,20.135727
4.072635,1000,21.232677
-110.612389,1000,22.261509
67.031897,1000,23.289272
134.764222,1000,24.362719
140.530638,1000,25.406417
55.158547,1000,26.450018
56.950447,1000,30.243626
53.780985,1000,31.306105
47.392494,1000,32.392415
110.58617,1000,33.421148
194.516208,1000,34.458511
-73.069758,1000,35.512791
64.687883,1000,36.607002
118.614372,1000,37.650101
103.811239,1000,38.706895
35.787374,1000,39.744781
63.799122,1000,40.826915
-0.565103,1000,41.866927
-101.766435,1000,42.883124
25.924535,1000,43.897013
-13.872067,1000,45.010065
26.760149,1000,46.070184
-21.247202,1000,47.129572
175.08452,1000,48.1576
246.171188,1000,49.251978
70.657455,1000,50.2657
165.018624,1000,51.294353
362.342899,1000,52.369495
-236.749366,1000,53.394428
-213.925556,1000,54.410465
197.149562,1000,55.439268
302.993962,1000,59.214304
152.523621,1000,60.246278
264.765496,1000,61.328679
186.684865,1000,62.372917
111.347967,1000,63.382382
-14.341144,1000,64.446947
225.628409,1000,65.468487
-17.550734,1000,66.499326
202.349058,1000,67.581271
245.900139,1000,68.612791
178.528396,1000,69.655963
169.113236,1000,70.681464
319.774697,1000,71.750179
233.984396,1000,72.830027
114.669656,1000,73.883572
284.95844,1000,74.908367
22.573854,1000,75.995519
195.873937,1000,77.049764
340.135912,1000,78.079675
453.123324,1000,79.143303
382.289638,1000,80.195855
245.617362,1000,81.210445
410.373172,1000,82.257245
367.177355,1000,83.347357
404.070706,1000,84.388483
354.041273,1000,88.103955
306.824003,1000,89.16522
432.023458,1000,90.280691
379.411514,1000,91.310521
434.048689,1000,92.346121
475.939757,1000,93.386381
525.10523,1000,94.474428
401.526541,1000,95.492091
401.600983,1000,96.516308
534.334378,1000,97.549941
680.455777,1000,98.623854
462.494932,1000,99.683381
502.038162,1000,100.728864
511.820913,1000,101.743724
498.349181,1000,102.806337
528.994508,1000,103.85065
393.208015,1000,104.893751
705.181983,1000,105.920528
621.835093,1000,107.042451
652.914435,1000,108.066699
514.393461,1000,109.119743
576.604314,1000,110.179883
452.035253,1000,111.29331
443.602829,1000,112.317469
498.639316,1000,113.357654
430.145299,1000,117.159493
617.770861,1000,118.253059
529.879889,1000,119.319038
636.443245,1000,120.371572
602.310373,1000,121.411629
614.050942,1000,122.489635
695.478841,1000,123.523423
518.387593,1000,124.594938
401.068449,1000,125.639298
576.22207,1000,126.749273
613.379946,1000,127.789635
565.052891,1000,128.825799
546.256932,1000,129.875493
590.045242,1000,130.972966
591.834758,1000,132.000292
615.94043,1000,133.021196
550.712206,1000,134.048177
484.12393,1000,135.143521
446.156185,1000,136.160797
526.53288,1000,137.1953
547.857837,1000,138.266962
347.382272,1000,139.326951
523.75761,1000,140.400821
519.119844,1000,141.427523
421.163492,1000,142.491296
439.685925,1000,146.14504
433.457936,1000,147.216098
339.130731,1000,148.269658
