#{"t_start": 1650963438.479611, "env_id": "CartPole-v1"}
r,l,t
31.0,31,0.981162
52.0,52,1.133841
35.0,35,1.212974
23.0,23,1.283884
50.0,50,1.372879
12.0,12,1.438327
42.0,42,1.520119
23.0,23,1.592118
11.0,11,1.598402
39.0,39,1.677902
46.0,46,1.821405
40.0,40,1.902179
95.0,95,2.125753
241.0,241,2.729203
246.0,246,3.267524
133.0,133,3.574635
101.0,101,3.888467
166.0,166,4.269574
105.0,105,4.501048
205.0,205,4.96517
157.0,157,5.341376
155.0,155,5.735809
152.0,152,6.114632
111.0,111,6.34728
113.0,113,6.640299
144.0,144,6.957217
164.0,164,7.391964
142.0,142,7.724563
214.0,214,8.244425
260.0,260,9.442454
410.0,410,10.451881
500.0,500,11.588285
500.0,500,12.81356
500.0,500,14.007313
500.0,500,15.146778
500.0,500,16.397032
500.0,500,18.332431
500.0,500,19.528725
500.0,500,20.762297
500.0,500,21.896829
500.0,500,23.161723
500.0,500,24.407321
500.0,500,26.339092
500.0,500,27.558024
500.0,500,28.758741
500.0,500,29.976029
500.0,500,31.195347
500.0,500,32.372762
