#{"t_start": 1650963438.4518158, "env_id": "CartPole-v1"}
r,l,t
10.0,10,0.997787
17.0,17,1.007022
15.0,15,1.079283
39.0,39,1.160337
12.0,12,1.167329
17.0,17,1.236347
33.0,33,1.312905
14.0,14,1.320536
20.0,20,1.392058
16.0,16,1.46039
21.0,21,1.472182
66.0,66,1.626794
114.0,114,1.924324
163.0,163,2.300795
155.0,155,2.680028
184.0,184,3.071353
307.0,307,3.84946
186.0,186,4.299109
144.0,144,4.610224
159.0,159,4.990666
153.0,153,5.364834
207.0,207,5.910732
116.0,116,6.146783
80.0,80,6.362435
110.0,110,6.594882
197.0,197,7.0582
158.0,158,7.43148
249.0,249,8.050861
212.0,212,9.165847
303.0,303,9.879968
500.0,500,11.081517
500.0,500,12.244368
500.0,500,13.440711
500.0,500,14.637663
500.0,500,15.820481
500.0,500,17.823507
500.0,500,19.021773
500.0,500,20.186203
500.0,500,21.391353
500.0,500,22.575942
500.0,500,23.836093
500.0,500,25.829747
500.0,500,26.974664
500.0,500,28.241237
500.0,500,29.450103
500.0,500,30.614807
500.0,500,31.857155
500.0,500,33.028873
