#{"t_start": 1650963438.4931562, "env_id": "CartPole-v1"}
r,l,t
14.0,14,0.958739
17.0,17,0.967678
44.0,44,1.115762
11.0,11,1.122083
31.0,31,1.198826
23.0,23,1.269743
14.0,14,1.277577
86.0,86,1.503773
16.0,16,1.512693
8.0,8,1.576359
33.0,33,1.652777
25.0,25,1.727239
57.0,57,1.816232
126.0,126,2.115669
191.0,191,2.570443
133.0,133,2.879735
222.0,222,3.405439
123.0,123,3.733639
237.0,237,4.328389
136.0,136,4.636741
174.0,174,5.023654
201.0,201,5.54032
267.0,267,6.174077
106.0,106,6.403552
191.0,191,6.864978
147.0,147,7.230789
169.0,169,7.62053
240.0,240,8.227596
293.0,293,9.500183
500.0,500,10.675926
500.0,500,11.895463
500.0,500,13.092317
500.0,500,14.230122
500.0,500,15.426532
500.0,500,17.402887
500.0,500,18.61318
500.0,500,19.837324
500.0,500,20.985438
500.0,500,22.177942
500.0,500,23.458201
500.0,500,24.642715
500.0,500,26.62394
500.0,500,27.82814
500.0,500,29.040343
500.0,500,30.26086
500.0,500,31.423092
500.0,500,32.671924
