#{"t_start": 1650963438.421511, "env_id": "CartPole-v1"}
r,l,t
33.0,33,1.104566
17.0,17,1.113876
25.0,25,1.187274
24.0,24,1.260559
34.0,34,1.337276
25.0,25,1.351408
35.0,35,1.490559
11.0,11,1.496968
44.0,44,1.579881
120.0,120,1.881906
259.0,259,2.486272
150.0,150,2.865694
211.0,211,3.326838
186.0,186,3.805138
239.0,239,4.401128
104.0,104,4.631838
221.0,221,5.161846
146.0,146,5.475327
271.0,271,6.169888
105.0,105,6.399353
127.0,127,6.700028
145.0,145,7.075928
167.0,167,7.453815
300.0,300,8.160594
163.0,163,9.130653
500.0,500,10.363292
500.0,500,11.556008
500.0,500,12.721668
500.0,500,13.919219
500.0,500,15.058469
500.0,500,16.308926
500.0,500,18.301816
500.0,500,19.441967
500.0,500,20.661385
500.0,500,21.867562
500.0,500,23.071879
500.0,500,24.315734
500.0,500,26.250144
500.0,500,27.453685
500.0,500,28.72668
500.0,500,29.887299
500.0,500,31.100647
500.0,500,32.341689
