#{"t_start": 1650963438.5063639, "env_id": "CartPole-v1"}
r,l,t
16.0,16,0.946741
108.0,108,1.189502
42.0,42,1.329725
30.0,30,1.407699
29.0,29,1.482128
52.0,52,1.570503
27.0,27,1.643577
17.0,17,1.713373
113.0,113,1.949336
128.0,128,2.249134
206.0,206,2.717617
184.0,184,3.1638
151.0,151,3.538433
217.0,217,4.090568
115.0,115,4.328617
97.0,97,4.555074
198.0,198,5.072418
228.0,228,5.605025
270.0,270,6.238981
104.0,104,6.468109
128.0,128,6.779185
151.0,151,7.147762
118.0,118,7.443423
135.0,135,7.770906
171.0,171,8.153958
252.0,252,9.347126
387.0,387,10.285561
500.0,500,11.478033
500.0,500,12.702164
500.0,500,13.841156
500.0,500,15.038655
500.0,500,16.231145
500.0,500,18.223731
500.0,500,19.420799
500.0,500,20.583283
500.0,500,21.789522
500.0,500,23.05313
500.0,500,24.237574
500.0,500,26.231254
500.0,500,27.375619
500.0,500,28.649018
500.0,500,29.866947
500.0,500,31.0225
500.0,500,32.263655
