#{"t_start": 1650970643.1790888, "env_id": "HalfCheetah-v3"}
r,l,t
-245.248081,1000,0.322137
-482.249882,1000,0.622112
-201.722114,1000,0.920161
-451.408238,1000,1.253317
-426.773642,1000,1.567336
-389.562453,1000,1.868755
-205.522013,1000,2.202896
-407.125353,1000,2.516497
-366.777032,1000,2.825092
-105.811259,1000,3.127081
-236.966349,1000,20.581389
-210.65653,1000,39.142227
-338.383508,1000,57.719746
-210.246904,1000,75.51011
-319.036843,1000,93.30084
-188.966207,1000,111.030319
