#{"t_start": 1651135601.023427, "env_id": "Pendulum-v1"}
r,l,t
-1371.782588,200,0.079145
-1662.200149,200,0.130575
-907.761898,200,0.176222
-982.931753,200,0.222455
-973.628832,200,0.269073
-1014.349123,200,0.315313
-1331.23684,200,0.359864
-1544.758462,200,0.405794
-1287.650945,200,0.453034
-1369.230038,200,0.49995
-1136.641241,200,0.546206
-1753.076424,200,0.593971
-966.704808,200,0.643994
-1055.843471,200,0.692031
-898.466427,200,0.738101
-1330.397063,200,0.782447
-1048.190414,200,0.828293
-1327.25909,200,0.875973
-953.72842,200,0.921692
-1093.211226,200,0.967405
-1351.269811,200,1.013532
-1713.339892,200,1.062779
-1332.074041,200,1.113775
-1789.66247,200,1.167704
-1094.309762,200,1.215656
-1355.911444,200,1.263739
-945.30891,200,1.310116
-886.235925,200,1.355983
-1166.075416,200,1.404444
-1470.752593,200,1.451943
-887.094019,200,1.496365
-1182.479088,200,1.540514
-969.656087,200,1.590349
-1471.502186,200,1.638744
-960.88103,200,1.68501
-1744.17483,200,1.730345
-1133.351035,200,1.775778
-1768.860954,200,1.823937
-770.188629,200,1.872394
-1317.531401,200,1.921767
-802.958034,200,1.9768
-1712.226648,200,2.028602
-1348.154721,200,2.078997
-1400.656725,200,2.128975
-940.272043,200,2.205149
-1078.916997,200,2.253635
-1370.381934,200,2.302461
-1462.132537,200,2.350562
-1081.987161,200,2.400644
-1224.770623,200,2.447573
-1118.575676,200,2.543732
-1760.647006,200,4.584436
-1631.14756,200,6.578374
-1488.822899,200,8.485052
-1462.004933,200,10.564894
-1214.904171,200,12.644062
-1173.377151,200,14.742159
-1104.834217,200,16.79712
-924.910823,200,18.871214
-908.29694,200,20.887913
-836.555532,200,22.953387
-262.94219,200,25.009876
-133.493996,200,27.184696
-134.625904,200,29.284605
-130.163692,200,31.368231
-2.961101,200,33.413828
-128.949455,200,35.502141
-253.771345,200,37.553724
-0.284376,200,39.639132
-129.181035,200,41.709664
-116.966528,200,43.787263
-123.721312,200,45.822437
-127.894394,200,47.915975
-238.90657,200,49.962563
-130.812687,200,52.008851
-1.850378,200,54.069133
-1.983561,200,56.1278
-238.456696,200,58.167233
-227.950222,200,60.216087
-233.904205,200,62.309811
-0.096236,200,64.314414
-118.838216,200,66.418941
-120.261808,200,68.476472
-239.765242,200,70.605711
-123.443996,200,72.614981
-124.479635,200,74.697754
-120.566509,200,76.766683
-116.733171,200,78.783825
-114.601159,200,80.83545
-123.471092,200,82.851737
-126.746433,200,84.865345
-117.92657,200,86.917022
-256.393473,200,88.944139
-125.512791,200,90.960987
-125.999013,200,92.968194
-124.193207,200,95.047774
-325.470741,200,97.061802
-1.253916,200,99.162413
-126.984873,200,101.179649
-320.466892,200,103.254632
