#{"t_start": 1650795983.3054469, "env_id": "HalfCheetah-v3"}
r,l,t
-330.345742,1000,0.342227
-395.94117,1000,0.634089
-251.85113,1000,0.934786
-274.367386,1000,1.222353
-239.683804,1000,1.536111
-243.123327,1000,1.864591
-250.190423,1000,2.159688
-296.209375,1000,2.451486
-271.033766,1000,2.750911
-340.603302,1000,3.045829
-247.47242,1000,25.04156
-199.146475,1000,42.553658
-248.339082,1000,60.066547
-183.922233,1000,77.503483
-171.789155,1000,95.164781
-190.179219,1000,112.652615
-246.188647,1000,130.169009
-262.387899,1000,147.593635
-220.547423,1000,165.063574
-296.78091,1000,182.499021
-166.380415,1000,204.453918
-262.980082,1000,221.946278
-429.734935,1000,239.412835
-171.575358,1000,257.119015
388.14812,1000,274.585395
24.387067,1000,292.034318
794.383332,1000,309.506151
59.517155,1000,326.900763
787.07019,1000,344.328349
368.726668,1000,361.842792
-35.577359,1000,383.832784
1694.793849,1000,401.303538
2167.399122,1000,418.710639
