#{"t_start": 1651136846.9764218, "env_id": "HalfCheetah-v3"}
r,l,t
-409.293245,1000,0.368485
-251.631177,1000,0.697757
-220.692992,1000,1.083303
-183.579914,1000,1.446215
-156.954068,1000,2.015407
-288.945977,1000,2.380785
-487.374914,1000,2.713302
-361.914048,1000,3.047436
-248.845693,1000,3.422496
-275.697967,1000,3.968982
-352.366269,1000,22.779894
-276.768567,1000,40.6601
-303.864699,1000,58.56577
-198.317373,1000,76.433354
-215.828946,1000,94.3132
-184.178079,1000,112.371559
-223.821409,1000,131.276458
-154.969177,1000,150.264617
-202.454262,1000,168.630712
-179.865262,1000,186.916156
-178.915303,1000,205.04572
-384.484962,1000,222.950603
-270.324799,1000,240.982296
288.786472,1000,259.59255
557.14553,1000,277.498067
955.188077,1000,298.654724
1051.745646,1000,317.007743
135.674015,1000,335.051916
1214.295485,1000,353.199042
1348.35639,1000,371.029754
1484.191374,1000,389.102491
1501.971761,1000,407.176482
1495.568538,1000,424.925922
1631.817437,1000,443.243353
1976.786044,1000,460.953208
2046.599774,1000,478.689598
2173.945818,1000,496.358387
2233.035161,1000,513.993631
2372.486975,1000,531.590784
2506.59385,1000,549.21458
2473.610975,1000,566.863729
2370.911471,1000,584.447002
2649.003352,1000,602.024641
2816.791091,1000,619.62479
2900.122442,1000,637.26426
2951.528044,1000,654.850684
2896.010554,1000,672.474407
3033.560424,1000,690.073721
3125.913952,1000,707.791603
2984.601513,1000,725.360689
3307.287227,1000,745.155522
3204.352724,1000,762.760936
3187.935158,1000,780.338633
3519.667018,1000,797.951353
3448.669148,1000,815.618087
3450.067932,1000,833.266027
3583.936951,1000,850.937562
3728.331605,1000,868.605532
3947.704874,1000,886.193773
3541.93393,1000,903.80759
3906.668352,1000,921.96548
