#{"t_start": 1650968191.652095, "env_id": "Pendulum-v1"}
r,l,t
-1788.387589,200,0.067547
-1461.454502,200,0.112821
-1092.750528,200,0.157662
-889.058712,200,0.200144
-1274.155313,200,0.244636
-993.840274,200,0.288519
-1801.62213,200,0.329522
-758.74435,200,0.371223
-973.406152,200,0.422591
-971.831566,200,0.477143
-1169.999148,200,0.538796
-1626.908586,200,0.580672
-931.885425,200,0.622294
-1290.239221,200,0.666452
-1248.534889,200,0.709635
-1285.477776,200,0.752149
-1326.423019,200,0.794655
-974.150827,200,0.839183
-1537.203631,200,0.881089
-782.276428,200,0.923461
-906.056408,200,0.965784
-1367.559108,200,1.009151
-882.765665,200,1.050527
-986.320424,200,1.09253
-1454.992653,200,1.144939
-1259.785405,200,1.192641
-1484.445661,200,1.242519
-1607.821654,200,1.288473
-1191.849117,200,1.333325
-1286.26417,200,1.378807
-867.563973,200,1.420463
-1661.001243,200,1.462227
-1077.293515,200,1.505386
-858.177294,200,1.551885
-952.113727,200,1.594528
-1169.993141,200,1.636555
-1752.900938,200,1.678359
-938.765151,200,1.724797
-1075.333968,200,1.766804
-858.739477,200,1.80813
-1158.435567,200,1.849942
-1075.256214,200,1.894822
-1823.31172,200,1.93585
-1070.490764,200,1.976908
-1078.136086,200,2.019006
-893.609614,200,2.063433
-1070.610023,200,2.10563
-1498.747688,200,2.146752
-978.499851,200,2.190648
-1451.796228,200,2.23815
-1030.987958,200,2.321138
-1701.932369,200,4.427927
-1653.399149,200,6.456243
-1512.417058,200,8.384658
