#{"t_start": 1650885074.984712, "env_id": "CartPole-v1"}
r,l,t
17.0,17,1.634494
10.0,10,1.639757
86.0,86,1.861038
33.0,33,1.934311
72.0,72,2.085922
209.0,209,2.597653
153.0,153,2.974484
134.0,134,3.273478
156.0,156,3.64429
141.0,141,3.959526
80.0,80,4.178958
96.0,96,4.401263
271.0,271,5.007744
109.0,109,5.236465
269.0,269,5.914005
88.0,88,6.137042
157.0,157,6.512782
500.0,500,7.664418
500.0,500,8.863709
500.0,500,10.790567
500.0,500,11.98954
500.0,500,13.188693
500.0,500,14.328578
500.0,500,15.54953
