#{"t_start": 1650885075.001313, "env_id": "CartPole-v1"}
r,l,t
16.0,16,1.617346
25.0,25,1.691283
30.0,30,1.764091
45.0,45,1.846007
77.0,77,2.056767
162.0,162,2.425064
194.0,194,2.882441
149.0,149,3.192282
106.0,106,3.477167
161.0,161,3.861261
166.0,166,4.240636
112.0,112,4.473947
191.0,191,4.919884
117.0,117,5.211082
287.0,287,5.898862
181.0,181,6.345418
297.0,297,7.044715
500.0,500,8.184805
500.0,500,10.167924
500.0,500,11.358712
500.0,500,12.502167
500.0,500,13.711488
500.0,500,14.919135
500.0,500,16.128543
