#{"t_start": 1650885074.96684, "env_id": "CartPole-v1"}
r,l,t
25.0,25,1.656518
17.0,17,1.726346
48.0,48,1.808191
142.0,142,2.167807
45.0,45,2.247316
42.0,42,2.326565
138.0,138,2.689823
415.0,415,3.663358
224.0,224,4.199696
104.0,104,4.426506
193.0,193,4.87576
103.0,103,5.102051
141.0,141,5.463858
183.0,183,5.865273
88.0,88,6.089331
184.0,184,6.536658
500.0,500,7.688751
500.0,500,8.887946
500.0,500,10.871977
500.0,500,12.013772
500.0,500,13.213122
500.0,500,14.409535
500.0,500,15.573876
