#{"t_start": 1650974409.6033359, "env_id": "CartPole-v1"}
r,l,t
21.0,21,0.034286
19.0,19,0.113715
20.0,20,0.125593
50.0,50,0.274725
17.0,17,0.284507
25.0,25,0.36838
20.0,20,0.446595
14.0,14,0.454997
12.0,12,0.522556
23.0,23,0.537807
17.0,17,0.60817
15.0,15,0.617845
31.0,31,0.710929
26.0,26,0.787016
92.0,92,1.025241
85.0,85,1.301928
67.0,67,1.481967
144.0,144,1.881441
134.0,134,2.267754
128.0,128,2.618835
182.0,182,3.120066
122.0,122,3.438735
135.0,135,3.76986
16.0,16,3.836477
38.0,38,3.914922
47.0,47,3.998347
117.0,117,4.311715
108.0,108,4.551725
115.0,115,4.858888
133.0,133,5.167036
143.0,143,5.532525
333.0,333,6.318717
500.0,500,7.572473
500.0,500,9.503605
500.0,500,10.752278
500.0,500,11.962289
500.0,500,13.104134
500.0,500,14.336307
500.0,500,15.567036
500.0,500,17.62164
500.0,500,18.956468
500.0,500,20.177386
500.0,500,21.429318
500.0,500,22.625343
500.0,500,23.751752
500.0,500,25.71757
500.0,500,26.840519
500.0,500,27.98094
500.0,500,29.113384
500.0,500,30.243899
500.0,500,31.531984
500.0,500,32.75086
