#{"t_start": 1650974409.609111, "env_id": "CartPole-v1"}
r,l,t
9.0,9,0.020058
22.0,22,0.035469
35.0,35,0.185303
17.0,17,0.19558
22.0,22,0.266217
19.0,19,0.276958
21.0,21,0.358274
15.0,15,0.367988
12.0,12,0.440975
16.0,16,0.45062
10.0,10,0.516929
12.0,12,0.525501
17.0,17,0.595258
25.0,25,0.611474
21.0,21,0.698818
36.0,36,0.780705
44.0,44,0.929601
20.0,20,0.94201
53.0,53,1.095562
63.0,63,1.298758
52.0,52,1.400066
126.0,126,1.795848
123.0,123,2.176125
139.0,139,2.593545
24.0,24,2.609106
182.0,182,3.1102
132.0,132,3.43477
113.0,113,3.753382
111.0,111,3.987718
143.0,143,4.377873
80.0,80,4.539959
130.0,130,4.85575
142.0,142,5.226025
229.0,229,5.764488
280.0,280,6.3946
500.0,500,7.652262
500.0,500,9.638817
500.0,500,10.830217
500.0,500,12.039369
500.0,500,13.241189
500.0,500,14.419198
500.0,500,15.705206
500.0,500,17.705164
500.0,500,19.049888
500.0,500,20.318558
500.0,500,21.504735
500.0,500,22.722216
500.0,500,23.890492
500.0,500,25.790631
500.0,500,26.970492
500.0,500,28.052171
500.0,500,29.191902
500.0,500,30.374045
500.0,500,31.612024
500.0,500,32.8281
