#{"t_start": 1650974409.605147, "env_id": "CartPole-v1"}
r,l,t
57.0,57,0.122035
35.0,35,0.204437
33.0,33,0.281541
12.0,12,0.356485
15.0,15,0.366688
12.0,12,0.439898
14.0,14,0.44844
11.0,11,0.455142
17.0,17,0.526968
22.0,22,0.600106
17.0,17,0.610355
25.0,25,0.700571
21.0,21,0.773947
13.0,13,0.781537
66.0,66,0.943881
133.0,133,1.312996
135.0,135,1.704852
162.0,162,2.185576
115.0,115,2.520163
122.0,122,2.886516
146.0,146,3.207508
223.0,223,3.772016
44.0,44,3.911305
110.0,110,4.146567
153.0,153,4.543258
126.0,126,4.856447
193.0,193,5.31267
266.0,266,5.943015
500.0,500,7.19842
500.0,500,9.192049
500.0,500,10.320652
500.0,500,11.590064
500.0,500,12.725447
500.0,500,13.951865
500.0,500,15.241766
500.0,500,17.234329
500.0,500,18.461061
500.0,500,19.854742
500.0,500,21.064343
500.0,500,22.260595
500.0,500,23.397324
500.0,500,24.548829
500.0,500,26.498203
500.0,500,27.625324
500.0,500,28.755958
500.0,500,29.931185
500.0,500,31.127668
500.0,500,32.380784
