#{"t_start": 1650974409.604198, "env_id": "CartPole-v1"}
r,l,t
19.0,19,0.031628
35.0,35,0.121178
48.0,48,0.269155
18.0,18,0.279429
21.0,21,0.360562
12.0,12,0.368329
20.0,20,0.446443
14.0,14,0.454847
23.0,23,0.530275
19.0,19,0.601719
15.0,15,0.610666
14.0,14,0.694414
21.0,21,0.707213
40.0,40,0.791171
58.0,58,0.949283
103.0,103,1.191865
34.0,34,1.385897
142.0,142,1.794282
183.0,183,2.347678
132.0,132,2.735038
124.0,124,3.033112
479.0,479,4.221669
130.0,130,4.53915
114.0,114,4.783319
320.0,320,5.54447
500.0,500,6.819115
500.0,500,8.816959
500.0,500,9.950861
500.0,500,11.211446
500.0,500,12.349565
500.0,500,13.562657
500.0,500,14.856265
500.0,500,16.040211
500.0,500,18.086386
500.0,500,19.473952
500.0,500,20.701043
500.0,500,21.872923
500.0,500,23.03809
500.0,500,24.190073
500.0,500,26.141063
500.0,500,27.268788
500.0,500,28.402276
500.0,500,29.560962
500.0,500,30.729173
500.0,500,32.017477
