#{"t_start": 1650974409.606015, "env_id": "CartPole-v1"}
r,l,t
21.0,21,0.031779
13.0,13,0.1072
70.0,70,0.268588
27.0,27,0.350812
20.0,20,0.364936
12.0,12,0.43842
14.0,14,0.446936
9.0,9,0.452432
18.0,18,0.523842
14.0,14,0.533454
16.0,16,0.60299
24.0,24,0.692784
16.0,16,0.702499
21.0,21,0.775626
54.0,54,0.867415
22.0,22,0.943657
65.0,65,1.104101
42.0,42,1.18856
83.0,83,1.483994
82.0,82,1.784309
137.0,137,2.173694
126.0,126,2.514221
108.0,108,2.816391
273.0,273,3.51071
115.0,115,3.768951
107.0,107,4.059105
192.0,192,4.535518
51.0,51,4.620086
122.0,122,4.935593
151.0,151,5.307947
500.0,500,6.47142
500.0,500,7.729366
500.0,500,9.715397
500.0,500,10.909359
500.0,500,12.115977
500.0,500,13.319744
500.0,500,14.5004
500.0,500,15.791384
500.0,500,17.789095
500.0,500,19.163155
500.0,500,20.411169
500.0,500,21.583416
500.0,500,22.795634
500.0,500,23.966331
500.0,500,25.863718
500.0,500,27.044524
500.0,500,28.125733
500.0,500,29.267691
500.0,500,30.452642
500.0,500,31.695345
