#{"t_start": 1650974409.6080809, "env_id": "CartPole-v1"}
r,l,t
19.0,19,0.027928
22.0,22,0.109676
13.0,13,0.117439
19.0,19,0.190503
20.0,20,0.202169
12.0,12,0.267177
28.0,28,0.350555
22.0,22,0.365886
14.0,14,0.440161
28.0,28,0.51722
15.0,15,0.527682
20.0,20,0.599696
19.0,19,0.611861
14.0,14,0.69479
15.0,15,0.704021
38.0,38,0.786708
40.0,40,0.933953
114.0,114,1.183154
150.0,150,1.691394
84.0,84,1.970798
49.0,49,2.096116
186.0,186,2.601722
59.0,59,2.806255
141.0,141,3.11476
148.0,148,3.509894
122.0,122,3.829413
54.0,54,3.917179
122.0,122,4.225889
124.0,124,4.539204
50.0,50,4.681439
131.0,131,5.001803
154.0,154,5.317498
316.0,316,6.093736
500.0,500,7.346635
500.0,500,9.340715
500.0,500,10.467764
500.0,500,11.739267
500.0,500,12.877049
500.0,500,14.105404
500.0,500,15.396206
500.0,500,17.380812
500.0,500,18.712499
500.0,500,20.00554
500.0,500,21.205807
500.0,500,22.400077
500.0,500,23.536579
500.0,500,24.695209
500.0,500,26.678969
500.0,500,27.76742
500.0,500,28.897205
500.0,500,30.071537
500.0,500,31.289389
500.0,500,32.527141
